file_id,file_name,case_id,sample_id,portion_id,analyte_id,aliquots_id,project_id
5695292b-7c39-4ee6-94e8-987f4a456635,3b286ed4-51bd-4a1e-9eab-b0ee9adf3b72.rna_seq.augmented_star_gene_counts.tsv,TCGA-80-5608,TCGA-80-5608-01A,TCGA-80-5608-01A-31,TCGA-80-5608-01A-31R,TCGA-80-5608-01A-31R-1949-07,TCGA-LUAD
0c212a58-9a27-4850-bb22-540502e893dc,57d89d75-a9bb-4bd3-af76-d29def9a9625.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-8620,TCGA-55-8620-01A,TCGA-55-8620-01A-11,TCGA-55-8620-01A-11R,TCGA-55-8620-01A-11R-2403-07,TCGA-LUAD
37fe51a0-c056-492e-b0c5-eb0502d73416,fec056a5-e860-4b68-8fa0-39cb7ad78a62.rna_seq.augmented_star_gene_counts.tsv,TCGA-62-8395,TCGA-62-8395-01A,TCGA-62-8395-01A-11,TCGA-62-8395-01A-11R,TCGA-62-8395-01A-11R-2326-07,TCGA-LUAD
576ad342-ce70-4c3c-b69d-8f1f5c4cd358,ee14c1ac-fa18-4be1-b836-a1274abafe28.rna_seq.augmented_star_gene_counts.tsv,TCGA-75-6207,TCGA-75-6207-01A,TCGA-75-6207-01A-11,TCGA-75-6207-01A-11R,TCGA-75-6207-01A-11R-1755-07,TCGA-LUAD
6d4fc521-df92-4d04-8118-d363ac31bfa8,868157f2-85e5-462c-9994-1e50791ad2c0.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5068,TCGA-50-5068-01A,TCGA-50-5068-01A-01,TCGA-50-5068-01A-01R,TCGA-50-5068-01A-01R-1628-07,TCGA-LUAD
46a5c6c0-f460-4036-b3e6-eea9ec82ea14,3a284d39-2913-4d8c-b46a-9b1e991cfd0b.rna_seq.augmented_star_gene_counts.tsv,TCGA-NJ-A4YF,TCGA-NJ-A4YF-01A,TCGA-NJ-A4YF-01A-12,TCGA-NJ-A4YF-01A-12R,TCGA-NJ-A4YF-01A-12R-A262-07,TCGA-LUAD
895ca581-915e-4057-b66a-dc2d5213d7e4,df2ac75d-208d-4cc1-867b-aea3e36117c6.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-6145,TCGA-44-6145-01A,TCGA-44-6145-01A-11,TCGA-44-6145-01A-11R,TCGA-44-6145-01A-11R-1755-07,TCGA-LUAD
07a53d2a-ebf6-4517-880a-064bae5ee972,d20f5121-5e33-4b35-8cdf-df2eb51a099d.rna_seq.augmented_star_gene_counts.tsv,TCGA-05-4424,TCGA-05-4424-01A,TCGA-05-4424-01A-22,TCGA-05-4424-01A-22R,TCGA-05-4424-01A-22R-1858-07,TCGA-LUAD
1c5de7db-7e05-4289-ace6-b59b6e2392e7,e0e9a0df-7052-4d42-b3fd-10ee23ceae62.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-A4P8,TCGA-86-A4P8-01A,TCGA-86-A4P8-01A-11,TCGA-86-A4P8-01A-11R,TCGA-86-A4P8-01A-11R-A24X-07,TCGA-LUAD
58b3d72d-6cff-4c5c-9317-13d88cd17b79,49ab8f1a-6252-47b0-9f16-63e065f33efd.rna_seq.augmented_star_gene_counts.tsv,TCGA-67-3772,TCGA-67-3772-01A,TCGA-67-3772-01A-01,TCGA-67-3772-01A-01R,TCGA-67-3772-01A-01R-0946-07,TCGA-LUAD
978939fa-a27f-46ff-9120-7a43e3588b28,1ca692e6-1dff-4d84-ace1-671bac7b9f61.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-4112,TCGA-44-4112-01B,TCGA-44-4112-01B-05,TCGA-44-4112-01B-06R,TCGA-44-4112-01B-06R-A277-07,TCGA-LUAD
9af8b2eb-3dbb-4688-a5fd-15abc0460f57,9aba4243-1817-4f5f-8e9d-66da98229246.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-4112,TCGA-44-4112-01A,TCGA-44-4112-01A-01,TCGA-44-4112-01A-01R,TCGA-44-4112-01A-01R-A278-07,TCGA-LUAD
69a379e5-c8ba-43ed-b267-bad111c851fb,929a50ee-02a9-44f5-8078-e4020a89263f.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-7994,TCGA-55-7994-01A,TCGA-55-7994-01A-11,TCGA-55-7994-01A-11R,TCGA-55-7994-01A-11R-2187-07,TCGA-LUAD
2f2cc9dc-1d0a-4302-b674-02d56c259ff3,8dc8ccd2-a842-4a48-a8db-007855733fc0.rna_seq.augmented_star_gene_counts.tsv,TCGA-49-4490,TCGA-49-4490-01A,TCGA-49-4490-01A-21,TCGA-49-4490-01A-21R,TCGA-49-4490-01A-21R-1858-07,TCGA-LUAD
5a7bd024-3d92-4e64-86bd-b6eea34f6526,e9f19ff2-29c5-4578-9c23-9d58c192ff59.rna_seq.augmented_star_gene_counts.tsv,TCGA-35-4123,TCGA-35-4123-01A,TCGA-35-4123-01A-01,TCGA-35-4123-01A-01R,TCGA-35-4123-01A-01R-1107-07,TCGA-LUAD
e6629c88-a050-41ed-afe7-e74255f4d3b1,894424ab-29c3-4f41-88e7-f59d0df10c28.rna_seq.augmented_star_gene_counts.tsv,TCGA-05-4425,TCGA-05-4425-01A,TCGA-05-4425-01A-01,TCGA-05-4425-01A-01R,TCGA-05-4425-01A-01R-1755-07,TCGA-LUAD
76ac1fee-bf40-463f-a4d8-cb9affe0e7c5,7086e8ce-d1e5-4901-ac33-31c299f46356.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-8204,TCGA-55-8204-01A,TCGA-55-8204-01A-11,TCGA-55-8204-01A-11R,TCGA-55-8204-01A-11R-2241-07,TCGA-LUAD
8ddad1cb-d2ab-4fbf-865e-f134fcce0194,3c6fdcc9-916b-4ec2-be58-1dd15e7d94a2.rna_seq.augmented_star_gene_counts.tsv,TCGA-MP-A4T9,TCGA-MP-A4T9-01A,TCGA-MP-A4T9-01A-11,TCGA-MP-A4T9-01A-11R,TCGA-MP-A4T9-01A-11R-A24X-07,TCGA-LUAD
27884724-a2c0-4b3e-921a-54e5f8bf1faa,59578e5d-b76f-46eb-b5d9-7c90b8a9dbe4.rna_seq.augmented_star_gene_counts.tsv,TCGA-78-7539,TCGA-78-7539-01A,TCGA-78-7539-01A-11,TCGA-78-7539-01A-11R,TCGA-78-7539-01A-11R-2066-07,TCGA-LUAD
a412b415-0692-4adf-8447-067ad69913d7,fcb42a31-a716-430f-a0a1-001766fc62b5.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5933,TCGA-50-5933-01A,TCGA-50-5933-01A-11,TCGA-50-5933-01A-11R,TCGA-50-5933-01A-11R-1755-07,TCGA-LUAD
c343f781-c1df-4349-aab3-f159329a11da,3a8b14d9-c521-48d4-9400-074d752afe1b.rna_seq.augmented_star_gene_counts.tsv,TCGA-MP-A4T8,TCGA-MP-A4T8-01A,TCGA-MP-A4T8-01A-11,TCGA-MP-A4T8-01A-11R,TCGA-MP-A4T8-01A-11R-A24X-07,TCGA-LUAD
b5df8e57-5822-4192-a4a4-398d11e9d968,6b48d62b-0932-48df-9448-ae6dcb8853b2.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-8302,TCGA-55-8302-01A,TCGA-55-8302-01A-11,TCGA-55-8302-01A-11R,TCGA-55-8302-01A-11R-2326-07,TCGA-LUAD
2bbe47a1-f055-43e7-94d3-06aafb5af6e8,4f8b284e-7e42-45c5-b7cc-57cc678ec3df.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-A47A,TCGA-44-A47A-01A,TCGA-44-A47A-01A-21,TCGA-44-A47A-01A-21R,TCGA-44-A47A-01A-21R-A24H-07,TCGA-LUAD
ed3bcbbc-0f04-415f-a083-e34cefa9e310,828b6221-7b05-4e5f-aee0-0234f06fb81e.rna_seq.augmented_star_gene_counts.tsv,TCGA-MP-A4TF,TCGA-MP-A4TF-01A,TCGA-MP-A4TF-01A-11,TCGA-MP-A4TF-01A-11R,TCGA-MP-A4TF-01A-11R-A262-07,TCGA-LUAD
e173308d-ac80-4c15-9b0e-e5cb09321a56,b99ff949-1922-4948-8d02-2ef2aa3dfb3b.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-7109,TCGA-50-7109-01A,TCGA-50-7109-01A-11,TCGA-50-7109-01A-11R,TCGA-50-7109-01A-11R-2039-07,TCGA-LUAD
a35c257e-f8b8-4d58-8ecb-92b1b0bc59f3,35fc369e-6f16-415b-badb-380eedb2157b.rna_seq.augmented_star_gene_counts.tsv,TCGA-78-7161,TCGA-78-7161-01A,TCGA-78-7161-01A-11,TCGA-78-7161-01A-11R,TCGA-78-7161-01A-11R-2039-07,TCGA-LUAD
d72c21fe-ff33-4f1e-a138-420968f1daf4,89bcf4e2-f855-4035-bf0d-fe4917248223.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-6971,TCGA-55-6971-01A,TCGA-55-6971-01A-11,TCGA-55-6971-01A-11R,TCGA-55-6971-01A-11R-1949-07,TCGA-LUAD
52d91ece-345c-4c5d-800a-121955b93c66,91e79d93-01a8-4908-805a-12678d68a543.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-A456,TCGA-86-A456-01A,TCGA-86-A456-01A-11,TCGA-86-A456-01A-11R,TCGA-86-A456-01A-11R-A24H-07,TCGA-LUAD
4a5c811e-d5d9-48d7-9bcc-4c9dc72df8f4,3f79d678-e5d5-443e-a7df-187c2acd2b2c.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-6148,TCGA-44-6148-01A,TCGA-44-6148-01A-11,TCGA-44-6148-01A-11R,TCGA-44-6148-01A-11R-1755-07,TCGA-LUAD
648b0d02-f264-4d88-9997-baed8f000a60,6c438dcf-6ec0-4bf7-8122-875490967b70.rna_seq.augmented_star_gene_counts.tsv,TCGA-MP-A5C7,TCGA-MP-A5C7-01A,TCGA-MP-A5C7-01A-11,TCGA-MP-A5C7-01A-11R,TCGA-MP-A5C7-01A-11R-A262-07,TCGA-LUAD
d05a80fc-d08a-47df-b7cd-0172b9977d46,38fbb0e8-cd18-425d-becf-791c8e8a8911.rna_seq.augmented_star_gene_counts.tsv,TCGA-49-AAQV,TCGA-49-AAQV-01A,TCGA-49-AAQV-01A-11,TCGA-49-AAQV-01A-11R,TCGA-49-AAQV-01A-11R-A39D-07,TCGA-LUAD
cde8569f-d0a0-4f05-a86e-0f9d84361faf,8929ea12-e12a-4660-ac19-72b4e7bd2e9a.rna_seq.augmented_star_gene_counts.tsv,TCGA-75-6205,TCGA-75-6205-01A,TCGA-75-6205-01A-11,TCGA-75-6205-01A-11R,TCGA-75-6205-01A-11R-1755-07,TCGA-LUAD
ca34be5f-799c-4df4-af91-ec8a9e958d6c,fe770b01-42c9-48c6-97f8-09f18a374350.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-A47B,TCGA-44-A47B-01A,TCGA-44-A47B-01A-11,TCGA-44-A47B-01A-11R,TCGA-44-A47B-01A-11R-A24H-07,TCGA-LUAD
3361d7bc-344b-44b2-97bd-ac0dc79b221f,56afb18f-7fdd-4672-be59-4d3a03b806de.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5049,TCGA-50-5049-01A,TCGA-50-5049-01A-01,TCGA-50-5049-01A-01R,TCGA-50-5049-01A-01R-1628-07,TCGA-LUAD
7a3f27a9-476d-43e2-abb8-db402f80dfcf,9ba0ff4b-4276-45ee-a543-a2e837777923.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-5899,TCGA-55-5899-01A,TCGA-55-5899-01A-11,TCGA-55-5899-01A-11R,TCGA-55-5899-01A-11R-1628-07,TCGA-LUAD
e4bb1f41-bf42-43f3-aba5-98f3a02a7e03,aa2d6144-50d3-4096-9ecf-3cc0ceac7f41.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5045,TCGA-50-5045-01A,TCGA-50-5045-01A-01,TCGA-50-5045-01A-01R,TCGA-50-5045-01A-01R-1628-07,TCGA-LUAD
fe20855f-d3ce-4e02-b2dd-3df15eab44bf,564e41d6-f9a4-4a6b-bb97-f8e5423b84bd.rna_seq.augmented_star_gene_counts.tsv,TCGA-69-8453,TCGA-69-8453-01A,TCGA-69-8453-01A-12,TCGA-69-8453-01A-12R,TCGA-69-8453-01A-12R-2326-07,TCGA-LUAD
987832ae-aab4-430f-abc1-8783736fbe69,ed0926c8-6642-4741-9de6-e04014ba0364.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-A491,TCGA-55-A491-01A,TCGA-55-A491-01A-11,TCGA-55-A491-01A-11R,TCGA-55-A491-01A-11R-A24H-07,TCGA-LUAD
e9d3cac1-3a16-4e21-8fe8-a4944ce82cb8,e127acf3-0757-4f24-aff7-0fbe7283b9ed.rna_seq.augmented_star_gene_counts.tsv,TCGA-49-6743,TCGA-49-6743-01A,TCGA-49-6743-01A-11,TCGA-49-6743-01A-11R,TCGA-49-6743-01A-11R-1858-07,TCGA-LUAD
8a518a19-2c85-42ec-b027-47139aa442d4,14e05372-1acb-4479-904b-ce8acef028eb.rna_seq.augmented_star_gene_counts.tsv,TCGA-78-7150,TCGA-78-7150-01A,TCGA-78-7150-01A-21,TCGA-78-7150-01A-21R,TCGA-78-7150-01A-21R-2039-07,TCGA-LUAD
a5e1a78c-7e7a-41e8-8c45-872028f6b5a0,f3df8eaf-1fd2-4e08-ad48-ce5aa1d64e19.rna_seq.augmented_star_gene_counts.tsv,TCGA-95-A4VP,TCGA-95-A4VP-01A,TCGA-95-A4VP-01A-21,TCGA-95-A4VP-01A-21R,TCGA-95-A4VP-01A-21R-A262-07,TCGA-LUAD
e20ecad8-f22d-4e2d-99af-bc1be98c5128,085fd4df-27f7-4680-a0b5-8726f9eab370.rna_seq.augmented_star_gene_counts.tsv,TCGA-49-4512,TCGA-49-4512-01A,TCGA-49-4512-01A-21,TCGA-49-4512-01A-21R,TCGA-49-4512-01A-21R-1858-07,TCGA-LUAD
66e79734-9053-4f61-9a32-bee376f5dab0,a4a57e8f-cf4f-4322-b7fe-2336a58cd50f.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-7701,TCGA-86-7701-01A,TCGA-86-7701-01A-11,TCGA-86-7701-01A-11R,TCGA-86-7701-01A-11R-2170-07,TCGA-LUAD
593e91b8-cbcd-4dbf-95ed-9dce881a430b,8d438e20-04cb-4b39-b3a9-96a3a35de104.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-8513,TCGA-55-8513-01A,TCGA-55-8513-01A-11,TCGA-55-8513-01A-11R,TCGA-55-8513-01A-11R-2403-07,TCGA-LUAD
901c6ff1-19bf-48d8-894d-766f1995a916,aec36454-d9a1-4d51-90c6-561f219b6aee.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-8206,TCGA-55-8206-01A,TCGA-55-8206-01A-11,TCGA-55-8206-01A-11R,TCGA-55-8206-01A-11R-2241-07,TCGA-LUAD
d52fa71c-9f59-407e-8481-d0ac47ba88b2,4933c476-e3f3-45b0-b158-dcbe0539644e.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-7660,TCGA-44-7660-01A,TCGA-44-7660-01A-11,TCGA-44-7660-01A-11R,TCGA-44-7660-01A-11R-2066-07,TCGA-LUAD
a14f02d4-6d07-409d-af7a-5d5f23640ad6,56081bb7-480c-446f-9e21-41627df3b569.rna_seq.augmented_star_gene_counts.tsv,TCGA-95-7944,TCGA-95-7944-01A,TCGA-95-7944-01A-11,TCGA-95-7944-01A-11R,TCGA-95-7944-01A-11R-2187-07,TCGA-LUAD
51847dea-489f-4df9-84f8-26a6f2579620,35a9d225-0988-4e31-9a39-d54f3a63bea8.rna_seq.augmented_star_gene_counts.tsv,TCGA-L9-A743,TCGA-L9-A743-01A,TCGA-L9-A743-01A-43,TCGA-L9-A743-01A-43R,TCGA-L9-A743-01A-43R-A39D-07,TCGA-LUAD
754343b4-f9f5-478a-a076-2791b8857c3e,8a6d64cc-3f03-4a5d-b6ce-83fa9c7f7d07.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-7995,TCGA-55-7995-01A,TCGA-55-7995-01A-11,TCGA-55-7995-01A-11R,TCGA-55-7995-01A-11R-2187-07,TCGA-LUAD
f19a1a66-ddc9-4567-80db-d009bb455b25,aa305f5b-4c1d-4bc7-81d5-b2b999b327af.rna_seq.augmented_star_gene_counts.tsv,TCGA-97-7554,TCGA-97-7554-01A,TCGA-97-7554-01A-11,TCGA-97-7554-01A-11R,TCGA-97-7554-01A-11R-2039-07,TCGA-LUAD
404b3699-4707-49aa-b0d2-a0999bbd48e6,2e86db3a-ac57-49d2-8378-5d5e7412eff7.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-6673,TCGA-50-6673-01A,TCGA-50-6673-01A-11,TCGA-50-6673-01A-11R,TCGA-50-6673-01A-11R-1949-07,TCGA-LUAD
85c794c1-3fd0-4a10-a613-9db7eff3c78f,2f03d42e-9735-4edb-87d9-ec443b7801a5.rna_seq.augmented_star_gene_counts.tsv,TCGA-49-4514,TCGA-49-4514-01A,TCGA-49-4514-01A-21,TCGA-49-4514-01A-21R,TCGA-49-4514-01A-21R-1858-07,TCGA-LUAD
5eefc0d2-90b4-495f-803b-cfe9f158b980,67fc0674-3f48-41ec-a650-7efaa41607fa.rna_seq.augmented_star_gene_counts.tsv,TCGA-NJ-A55A,TCGA-NJ-A55A-01A,TCGA-NJ-A55A-01A-11,TCGA-NJ-A55A-01A-11R,TCGA-NJ-A55A-01A-11R-A262-07,TCGA-LUAD
aaa72a07-5214-4145-9fb5-99c22b7c248a,f99ac82f-4fe6-4a9a-9d49-67c42cf66208.rna_seq.augmented_star_gene_counts.tsv,TCGA-78-7160,TCGA-78-7160-01A,TCGA-78-7160-01A-11,TCGA-78-7160-01A-11R,TCGA-78-7160-01A-11R-2039-07,TCGA-LUAD
3563bce2-6547-4081-883e-1e7e498c83be,59e8b7b7-5183-4655-aa5e-e4b5ba73eded.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-7727,TCGA-55-7727-01A,TCGA-55-7727-01A-11,TCGA-55-7727-01A-11R,TCGA-55-7727-01A-11R-2170-07,TCGA-LUAD
12272d02-341e-43a2-aa23-7232a8dde730,d4db8bd3-6f2f-4c34-a4a7-1e23342e62b5.rna_seq.augmented_star_gene_counts.tsv,TCGA-62-A46R,TCGA-62-A46R-01A,TCGA-62-A46R-01A-11,TCGA-62-A46R-01A-11R,TCGA-62-A46R-01A-11R-A24H-07,TCGA-LUAD
94d8b11e-0198-4f40-987a-44691b3b03fa,1efac920-fb46-4ac8-b8b1-d1f2743edefe.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-7907,TCGA-55-7907-01A,TCGA-55-7907-01A-11,TCGA-55-7907-01A-11R,TCGA-55-7907-01A-11R-2170-07,TCGA-LUAD
1ab1279d-7ccd-4450-8de8-9987bf6627dd,3d11905a-16eb-40b2-a36b-e37dca6359d3.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-2662,TCGA-44-2662-01B,TCGA-44-2662-01B-02,TCGA-44-2662-01B-02R,TCGA-44-2662-01B-02R-A277-07,TCGA-LUAD
254bed99-398d-4c34-a804-67516d257e70,c63de407-f025-4939-9633-6550724be88c.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-6779,TCGA-44-6779-01A,TCGA-44-6779-01A-11,TCGA-44-6779-01A-11R,TCGA-44-6779-01A-11R-1858-07,TCGA-LUAD
fdcad604-c1b4-40ff-a652-3c1e5fe5f9a1,2301103f-5cbe-4cb6-b5da-0b83b39e4616.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5055,TCGA-50-5055-01A,TCGA-50-5055-01A-01,TCGA-50-5055-01A-01R,TCGA-50-5055-01A-01R-1628-07,TCGA-LUAD
a5407526-9c45-427b-abcc-65d6e1f87158,c208cf0f-3922-4159-a7dd-76dccf9ff396.rna_seq.augmented_star_gene_counts.tsv,TCGA-67-6216,TCGA-67-6216-01A,TCGA-67-6216-01A-11,TCGA-67-6216-01A-11R,TCGA-67-6216-01A-11R-1755-07,TCGA-LUAD
892294a6-6b94-4284-bae3-9eb0bdc853f6,981bfd73-1d4c-47c0-870a-b9a6300858dc.rna_seq.augmented_star_gene_counts.tsv,TCGA-05-4415,TCGA-05-4415-01A,TCGA-05-4415-01A-22,TCGA-05-4415-01A-22R,TCGA-05-4415-01A-22R-1858-07,TCGA-LUAD
db0caa6a-e863-4dad-a911-0c69127be9df,55071ef3-bf09-43a2-a54c-a9ec61a84615.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-7713,TCGA-86-7713-01A,TCGA-86-7713-01A-11,TCGA-86-7713-01A-11R,TCGA-86-7713-01A-11R-2066-07,TCGA-LUAD
08d83462-5fcb-40c6-9d44-dbc42faa4df6,087c2c93-d071-41e1-a2e8-a1961ba54a86.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-8073,TCGA-86-8073-01A,TCGA-86-8073-01A-11,TCGA-86-8073-01A-11R,TCGA-86-8073-01A-11R-2241-07,TCGA-LUAD
45d4b468-9089-46fd-8b5e-ad80a5148abd,6e2e3178-73ad-4590-a56b-bb7fd9984acd.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-6969,TCGA-55-6969-01A,TCGA-55-6969-01A-11,TCGA-55-6969-01A-11R,TCGA-55-6969-01A-11R-1949-07,TCGA-LUAD
08971a88-cb64-4030-93e5-08d77d2ed654,978fb63c-dae9-4037-81c9-598e87341931.rna_seq.augmented_star_gene_counts.tsv,TCGA-38-4627,TCGA-38-4627-01A,TCGA-38-4627-01A-01,TCGA-38-4627-01A-01R,TCGA-38-4627-01A-01R-1206-07,TCGA-LUAD
7abd9747-a947-4b15-b51c-c82cda9f065c,731c955b-e1e8-462a-9c94-64310f2d7eae.rna_seq.augmented_star_gene_counts.tsv,TCGA-MN-A4N4,TCGA-MN-A4N4-01A,TCGA-MN-A4N4-01A-12,TCGA-MN-A4N4-01A-12R,TCGA-MN-A4N4-01A-12R-A24X-07,TCGA-LUAD
63a884f4-0d20-4cb5-b485-72e066b6490f,d3ebb2ea-10db-4c29-8e7c-7c13b23b5b15.rna_seq.augmented_star_gene_counts.tsv,TCGA-62-A46O,TCGA-62-A46O-01A,TCGA-62-A46O-01A-11,TCGA-62-A46O-01A-11R,TCGA-62-A46O-01A-11R-A24H-07,TCGA-LUAD
afa5c7c4-02f8-4417-873c-378937f5fbbb,9aa5eb7d-1d54-47f6-aeeb-59be4880f004.rna_seq.augmented_star_gene_counts.tsv,TCGA-86-8280,TCGA-86-8280-01A,TCGA-86-8280-01A-11,TCGA-86-8280-01A-11R,TCGA-86-8280-01A-11R-2287-07,TCGA-LUAD
edfdd711-4764-43a7-9948-4320dc17b2b1,7a7440bf-1ca1-4c6b-80f8-7151a38e5d18.rna_seq.augmented_star_gene_counts.tsv,TCGA-67-6215,TCGA-67-6215-01A,TCGA-67-6215-01A-11,TCGA-67-6215-01A-11R,TCGA-67-6215-01A-11R-1755-07,TCGA-LUAD
38ec487d-0a4a-4287-9c14-4bfdb959b402,32675d71-6f79-4b8f-ab7c-e2350b15875c.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-A47G,TCGA-44-A47G-01A,TCGA-44-A47G-01A-21,TCGA-44-A47G-01A-21R,TCGA-44-A47G-01A-21R-A24H-07,TCGA-LUAD
7cf36ebf-b16e-49ac-bcc4-b127b1f2a3da,3dde8e24-6a2b-49ab-b4df-c058f18a3851.rna_seq.augmented_star_gene_counts.tsv,TCGA-78-7536,TCGA-78-7536-01A,TCGA-78-7536-01A-11,TCGA-78-7536-01A-11R,TCGA-78-7536-01A-11R-2066-07,TCGA-LUAD
14d76abd-84f2-4875-8d03-5a27b4505715,56d7d6b5-33c0-4551-967c-afce1f970395.rna_seq.augmented_star_gene_counts.tsv,TCGA-91-6831,TCGA-91-6831-01A,TCGA-91-6831-01A-11,TCGA-91-6831-01A-11R,TCGA-91-6831-01A-11R-1858-07,TCGA-LUAD
4e27513c-172b-4d19-a397-ade6df353e6c,20ecdb2d-16ad-437b-ac0e-b84339c769a6.rna_seq.augmented_star_gene_counts.tsv,TCGA-97-A4M0,TCGA-97-A4M0-01A,TCGA-97-A4M0-01A-11,TCGA-97-A4M0-01A-11R,TCGA-97-A4M0-01A-11R-A24X-07,TCGA-LUAD
091d2c9e-a8cb-4212-a434-7c7d4fd75f7b,26fdaa75-cea5-4355-b3b1-6b5c2c75e542.rna_seq.augmented_star_gene_counts.tsv,TCGA-44-5645,TCGA-44-5645-01B,TCGA-44-5645-01B-04,TCGA-44-5645-01B-04R,TCGA-44-5645-01B-04R-A277-07,TCGA-LUAD
af2c7fc6-003d-4c41-bba5-95a005699a57,f74d61fe-042f-4cfc-a32b-380389629951.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-A493,TCGA-55-A493-01A,TCGA-55-A493-01A-11,TCGA-55-A493-01A-11R,TCGA-55-A493-01A-11R-A24H-07,TCGA-LUAD
40dba5d9-ce2e-483b-b4a7-19fbca8158e5,dc3ac0d3-d862-4761-ac12-60bb4d6758c1.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-6985,TCGA-55-6985-01A,TCGA-55-6985-01A-11,TCGA-55-6985-01A-11R,TCGA-55-6985-01A-11R-1949-07,TCGA-LUAD
cb93a89c-f291-4042-a988-0fb1b392e4d7,4102816c-2ab8-4ecb-83b0-4f78c052bcd8.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-6543,TCGA-55-6543-01A,TCGA-55-6543-01A-11,TCGA-55-6543-01A-11R,TCGA-55-6543-01A-11R-1755-07,TCGA-LUAD
055fcce9-7448-4a16-ad18-d235dac7ce97,b95a1889-2ef5-4da3-b5e9-14b678c4d71a.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5936,TCGA-50-5936-01A,TCGA-50-5936-01A-11,TCGA-50-5936-01A-11R,TCGA-50-5936-01A-11R-1628-07,TCGA-LUAD
2281a9d6-bd48-418a-9ad1-04b06a251e47,36db1d28-8a10-46cc-91ef-d5036aaba9c3.rna_seq.augmented_star_gene_counts.tsv,TCGA-05-4432,TCGA-05-4432-01A,TCGA-05-4432-01A-01,TCGA-05-4432-01A-01R,TCGA-05-4432-01A-01R-1206-07,TCGA-LUAD
bfecde55-3ed3-4977-899b-d7c22b6df15b,b7f9da49-2a09-4f32-af6c-980ccf75250b.rna_seq.augmented_star_gene_counts.tsv,TCGA-93-7348,TCGA-93-7348-01A,TCGA-93-7348-01A-21,TCGA-93-7348-01A-21R,TCGA-93-7348-01A-21R-2039-07,TCGA-LUAD
09296d1f-9877-438d-96d8-7b4cc52940dd,49932944-ad54-4c6c-affc-08a4b76de933.rna_seq.augmented_star_gene_counts.tsv,TCGA-55-6984,TCGA-55-6984-01A,TCGA-55-6984-01A-11,TCGA-55-6984-01A-11R,TCGA-55-6984-01A-11R-1949-07,TCGA-LUAD
4dbd91d6-8d7b-4e6d-9dc1-3347c3f3996d,0f6c0159-7342-4519-83f5-52c2d457c4f8.rna_seq.augmented_star_gene_counts.tsv,TCGA-78-7147,TCGA-78-7147-01A,TCGA-78-7147-01A-11,TCGA-78-7147-01A-11R,TCGA-78-7147-01A-11R-2039-07,TCGA-LUAD
27450388-ffc7-4812-b5b4-9819b0a74a0b,7b07706f-a1b4-4f18-a276-0822b578cc40.rna_seq.augmented_star_gene_counts.tsv,TCGA-50-5941,TCGA-50-5941-01A,TCGA-50-5941-01A-11,TCGA-50-5941-01A-11R,TCGA-50-5941-01A-11R-1755-07,TCGA-LUAD
dcff773b-20f4-4c90-9a3f-78ef2e0f484e,3041806b-5855-4930-aeb8-a30472658d54.rna_seq.augmented_star_gene_counts.tsv,TCGA-4B-A93V,TCGA-4B-A93V-01A,TCGA-4B-A93V-01A-11,TCGA-4B-A93V-01A-11R,TCGA-4B-A93V-01A-11R-A39D-07,TCGA-LUAD
